V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,T1,T2
4.16,12.00,14724.21,1547.47,7793.37,113.80,113.80,655.09,288.00,612.14,1.66,1.00,8.97,1.02,17.82,0.35,0.95,0.98
5.14,15.00,21636.24,1924.32,8495.44,175.29,175.29,724.35,288.00,643.71,2.08,1.00,11.15,1.03,25.99,0.52,0.95,0.98
6.18,18.00,29793.05,2307.38,8829.15,246.22,246.22,792.64,288.00,674.27,2.50,1.00,13.30,1.03,35.29,0.70,0.95,0.98
7.15,21.00,38982.58,2678.09,9132.90,332.20,332.20,846.81,288.00,697.80,2.96,1.00,15.61,1.04,45.33,0.90,0.95,0.98
8.21,24.00,50997.57,3087.62,9317.94,438.14,438.14,944.19,288.00,739.64,3.58,1.00,18.54,1.04,61.80,1.22,0.95,0.98
9.30,27.00,72766.13,3560.41,9777.74,645.09,645.09,1106.58,288.00,786.89,4.50,1.00,22.70,1.05,91.71,1.82,0.95,0.98
1.14,3.00,1702.24,1400.02,6718.65,10.50,10.50,498.10,288.00,557.43,1.16,1.00,6.25,1.02,0.00,0.12,0.95,0.98
2.09,6.00,5823.87,1349.14,6817.84,23.25,23.25,605.48,288.00,575.18,1.29,1.00,7.02,1.02,22.63,0.26,0.95,0.98
3.14,9.00,8379.33,1386.76,7118.05,60.36,60.36,599.17,288.00,585.80,1.39,1.00,7.53,1.02,12.81,0.25,0.95,0.98
4.16,12.00,14724.35,1547.47,7795.38,113.78,113.78,654.20,288.00,611.98,1.66,1.00,8.96,1.02,17.78,0.35,0.95,0.98
5.14,15.00,21636.22,1924.32,8496.34,175.31,175.31,723.36,288.00,643.52,2.08,1.00,11.13,1.03,25.94,0.51,0.95,0.98
6.18,18.00,29793.46,2307.37,8830.19,246.25,246.25,791.53,288.00,674.05,2.50,1.00,13.28,1.03,35.22,0.70,0.95,0.98
7.15,21.00,38982.03,2678.09,9133.41,332.21,332.21,845.77,288.00,697.63,2.96,1.00,15.59,1.04,45.25,0.90,0.95,0.98
8.21,24.00,50997.67,3087.62,9318.30,438.00,438.00,943.15,288.00,739.48,3.57,1.00,18.52,1.04,61.70,1.22,0.95,0.98
9.30,27.00,72766.70,3560.42,9778.52,644.87,644.87,1105.68,288.00,786.75,4.50,1.00,22.67,1.05,91.60,1.81,0.95,0.98
1.14,3.00,2419.42,1411.92,6729.78,11.24,11.24,519.56,288.00,561.24,1.19,1.00,6.41,1.02,0.00,0.14,0.95,0.98
2.09,6.00,5963.52,1350.36,6821.17,23.47,23.47,608.07,288.00,575.61,1.30,1.00,7.04,1.02,22.34,0.27,0.95,0.98
3.14,9.00,8379.45,1386.76,7120.63,60.35,60.35,598.35,288.00,585.65,1.39,1.00,7.52,1.02,12.78,0.25,0.95,0.98
4.16,12.00,14724.34,1547.47,7797.39,113.79,113.79,653.31,288.00,611.82,1.66,1.00,8.95,1.02,17.74,0.35,0.95,0.98
5.14,15.00,21636.48,1924.32,8497.26,175.33,175.33,722.38,288.00,643.34,2.08,1.00,11.12,1.03,25.88,0.51,0.95,0.98
6.18,18.00,29793.75,2307.36,8831.22,246.31,246.31,790.41,288.00,673.83,2.50,1.00,13.27,1.03,35.14,0.70,0.95,0.98
7.15,21.00,38981.45,2678.08,9133.92,332.19,332.19,844.73,288.00,697.45,2.96,1.00,15.57,1.04,45.17,0.89,0.95,0.98
8.21,24.00,50997.69,3087.62,9318.67,438.04,438.04,942.12,288.00,739.32,3.57,1.00,18.50,1.04,61.60,1.22,0.95,0.98
9.30,27.00,72768.16,3560.41,9779.31,645.07,645.07,1104.79,288.00,786.61,4.49,1.00,22.65,1.05,91.49,1.81,0.95,0.98
1.14,3.00,3044.40,1417.50,6736.45,11.58,11.58,538.02,288.00,564.24,1.21,1.00,6.53,1.02,0.00,0.16,0.95,0.98
2.09,6.00,5766.60,1348.64,6822.63,23.15,23.15,602.31,288.00,574.64,1.29,1.00,7.00,1.02,22.59,0.26,0.95,0.98
3.14,9.00,8379.54,1386.76,7123.22,60.36,60.36,597.53,288.00,585.50,1.39,1.00,7.52,1.02,12.75,0.25,0.95,0.98
4.16,12.00,14724.47,1547.47,7799.41,113.80,113.80,652.42,288.00,611.66,1.66,1.00,8.94,1.02,17.69,0.35,0.95,0.98
5.14,15.00,21636.55,1924.33,8498.17,175.32,175.32,721.40,288.00,643.16,2.08,1.00,11.11,1.03,25.82,0.51,0.95,0.98
6.18,18.00,29794.09,2307.35,8832.25,246.24,246.24,789.30,288.00,673.61,2.50,1.00,13.25,1.03,35.07,0.69,0.95,0.98
7.15,21.00,38980.99,2678.08,9134.43,332.14,332.14,843.69,288.00,697.28,2.96,1.00,15.55,1.04,45.09,0.89,0.95,0.98
8.21,24.00,50997.57,3087.62,9319.03,438.08,438.08,941.09,288.00,739.16,3.57,1.00,18.48,1.04,61.51,1.22,0.95,0.98
9.30,27.00,72769.03,3560.41,9780.09,645.07,645.07,1103.91,288.00,786.47,4.49,1.00,22.62,1.05,91.39,1.81,0.95,0.98
1.14,3.00,3890.80,1418.27,6740.12,11.65,11.65,562.71,288.00,568.02,1.24,1.00,6.70,1.02,0.00,0.19,0.95,0.98
2.09,6.00,5469.57,1346.86,6824.04,22.83,22.83,594.03,288.00,573.31,1.28,1.00,6.94,1.02,22.98,0.25,0.95,0.98
3.14,9.00,8379.62,1386.76,7125.80,60.36,60.36,596.71,288.00,585.35,1.39,1.00,7.51,1.02,12.71,0.25,0.95,0.98
4.16,12.00,14724.54,1547.47,7801.42,113.80,113.80,651.54,288.00,611.50,1.66,1.00,8.93,1.02,17.65,0.35,0.95,0.98
5.14,15.00,21636.90,1924.33,8499.09,175.29,175.29,720.42,288.00,642.98,2.08,1.00,11.10,1.03,25.77,0.51,0.95,0.98
6.18,18.00,29794.37,2307.33,8833.29,246.25,246.25,788.19,288.00,673.38,2.50,1.00,13.24,1.03,35.00,0.69,0.95,0.98
7.15,21.00,38980.64,2678.08,9134.94,332.19,332.19,842.66,288.00,697.11,2.96,1.00,15.54,1.04,45.01,0.89,0.95,0.98
8.21,24.00,50997.41,3087.62,9319.39,437.98,437.98,940.06,288.00,738.99,3.57,1.00,18.45,1.04,61.41,1.22,0.95,0.98
9.30,27.00,72770.12,3560.42,9780.86,644.81,644.81,1103.02,288.00,786.33,4.49,1.00,22.59,1.05,91.28,1.81,0.95,0.98
1.14,3.00,4440.72,1415.96,6741.51,11.51,11.51,578.77,288.00,570.12,1.26,1.00,6.79,1.02,0.00,0.21,0.95,0.99
2.09,6.00,5439.58,1346.81,6826.61,22.82,22.82,592.49,288.00,573.17,1.28,1.00,6.93,1.02,23.41,0.25,0.95,0.99
3.14,9.00,8379.77,1386.76,7128.39,60.37,60.37,595.90,288.00,585.20,1.39,1.00,7.50,1.02,12.68,0.25,0.95,0.99
4.16,12.00,14724.54,1547.47,7803.43,113.78,113.78,650.66,288.00,611.33,1.66,1.00,8.92,1.02,17.61,0.35,0.95,0.99
5.14,15.00,21636.85,1924.33,8499.99,175.29,175.29,719.45,288.00,642.79,2.08,1.00,11.09,1.03,25.71,0.51,0.95,0.99
6.18,18.00,29794.73,2307.32,8834.32,246.30,246.30,787.09,288.00,673.16,2.50,1.00,13.23,1.03,34.93,0.69,0.95,0.99
7.15,21.00,38980.20,2678.08,9135.44,332.18,332.18,841.63,288.00,696.94,2.96,1.00,15.52,1.04,44.92,0.89,0.95,0.99
8.21,24.00,50997.36,3087.62,9319.75,438.03,438.03,939.03,288.00,738.83,3.57,1.00,18.43,1.04,61.31,1.21,0.95,0.99
9.30,27.00,72770.83,3560.42,9781.63,645.07,645.07,1102.14,288.00,786.19,4.49,1.00,22.56,1.05,91.18,1.81,0.95,0.99
1.14,3.00,5342.85,1408.54,6739.79,11.07,11.07,603.93,288.00,573.66,1.29,1.00,6.95,1.02,0.00,0.24,0.95,0.99
2.09,6.00,5260.60,1345.83,6828.50,22.64,22.64,586.97,288.00,572.30,1.27,1.00,6.89,1.02,23.50,0.24,0.95,0.99
3.14,9.00,8379.86,1386.76,7130.97,60.36,60.36,595.09,288.00,585.05,1.39,1.00,7.50,1.02,12.64,0.25,0.95,0.99
4.16,12.00,14724.71,1547.47,7805.46,113.80,113.80,649.78,288.00,611.17,1.66,1.00,8.91,1.02,17.57,0.35,0.95,0.99
5.14,15.00,21637.10,1924.33,8500.91,175.33,175.33,718.47,288.00,642.61,2.08,1.00,11.08,1.03,25.66,0.51,0.95,0.99
6.18,18.00,29795.01,2307.31,8835.36,246.29,246.29,785.99,288.00,672.94,2.50,1.00,13.21,1.03,34.86,0.69,0.95,0.99
7.15,21.00,38979.89,2678.08,9135.95,332.18,332.18,840.60,288.00,696.77,2.96,1.00,15.50,1.04,44.84,0.89,0.95,0.99
8.21,24.00,50997.23,3087.62,9320.10,438.07,438.07,938.01,288.00,738.67,3.57,1.00,18.41,1.04,61.22,1.21,0.95,0.99
9.30,27.00,72771.41,3560.42,9782.39,644.78,644.78,1101.26,288.00,786.05,4.49,1.00,22.54,1.05,91.07,1.80,0.95,0.99
1.14,3.00,6469.60,1393.97,6733.66,10.20,10.20,635.21,288.00,577.35,1.32,1.00,7.12,1.02,0.00,0.28,0.95,0.99
2.09,6.00,5060.29,1345.17,6830.62,22.52,22.52,580.99,288.00,571.42,1.27,1.00,6.85,1.02,23.66,0.23,0.95,0.99
3.14,9.00,8380.01,1386.76,7133.56,60.36,60.36,594.27,288.00,584.90,1.39,1.00,7.49,1.02,12.61,0.25,0.95,0.99
4.16,12.00,14724.82,1547.47,7807.48,113.80,113.80,648.90,288.00,611.01,1.66,1.00,8.90,1.02,17.52,0.35,0.95,0.99
5.14,15.00,21637.16,1924.33,8501.82,175.31,175.31,717.50,288.00,642.43,2.08,1.00,11.07,1.03,25.60,0.51,0.95,0.99
6.18,18.00,29795.37,2307.30,8836.39,246.27,246.27,784.89,288.00,672.72,2.50,1.00,13.20,1.03,34.78,0.69,0.95,0.99
7.15,21.00,38979.51,2678.08,9136.46,332.15,332.15,839.57,288.00,696.60,2.96,1.00,15.49,1.04,44.76,0.89,0.95,0.99
8.21,24.00,50997.10,3087.62,9320.46,438.13,438.13,936.99,288.00,738.51,3.57,1.00,18.39,1.04,61.12,1.21,0.95,0.99
9.30,27.00,72772.41,3560.42,9783.15,645.08,645.08,1100.38,288.00,785.91,4.49,1.00,22.51,1.05,90.97,1.80,0.95,0.99
1.14,3.00,7239.78,1376.58,6725.66,9.17,9.17,659.59,288.00,579.50,1.33,1.00,7.22,1.02,3.94,0.32,0.95,0.99
2.09,6.00,4982.49,1344.85,6832.98,22.46,22.46,578.05,288.00,570.89,1.26,1.00,6.83,1.02,23.44,0.23,0.95,0.99
3.14,9.00,8380.06,1386.76,7136.15,60.37,60.37,593.46,288.00,584.76,1.39,1.00,7.48,1.02,12.58,0.25,0.95,0.99
4.16,12.00,14724.94,1547.47,7809.51,113.78,113.78,648.02,288.00,610.85,1.66,1.00,8.89,1.02,17.48,0.35,0.95,0.99
5.14,15.00,21637.51,1924.33,8502.74,175.29,175.29,716.54,288.00,642.25,2.08,1.00,11.05,1.03,25.55,0.51,0.95,0.99
6.18,18.00,29795.58,2307.29,8837.42,246.26,246.26,783.80,288.00,672.50,2.50,1.00,13.19,1.03,34.71,0.69,0.95,0.99
7.15,21.00,38979.14,2678.08,9136.96,332.12,332.12,838.55,288.00,696.43,2.96,1.00,15.47,1.04,44.68,0.89,0.95,0.99
8.21,24.00,50997.00,3087.61,9320.82,437.98,437.98,935.98,288.00,738.35,3.57,1.00,18.37,1.04,61.03,1.21,0.95,0.99
9.30,27.00,72773.14,3560.42,9783.90,645.04,645.04,1099.50,288.00,785.78,4.49,1.00,22.48,1.05,90.87,1.80,0.95,0.99
1.14,3.00,7346.09,1352.82,6713.32,7.81,7.81,668.06,288.00,579.19,1.33,1.00,7.21,1.02,16.78,0.33,0.95,0.99
2.09,6.00,4754.72,1344.51,6835.30,22.40,22.40,571.12,288.00,569.81,1.26,1.00,6.78,1.02,23.44,0.22,0.95,0.99
3.14,9.00,8380.17,1386.76,7138.73,60.37,60.37,592.66,288.00,584.61,1.39,1.00,7.47,1.02,12.54,0.25,0.95,0.99
4.16,12.00,14724.95,1547.47,7811.53,113.81,113.81,647.15,288.00,610.69,1.66,1.00,8.88,1.02,17.44,0.35,0.95,0.99
5.14,15.00,21637.60,1924.34,8503.65,175.31,175.31,715.57,288.00,642.07,2.08,1.00,11.04,1.03,25.49,0.51,0.95,0.99
6.18,18.00,29795.83,2307.28,8838.45,246.26,246.26,782.71,288.00,672.28,2.50,1.00,13.17,1.03,34.64,0.69,0.95,0.99
7.15,21.00,38978.85,2678.08,9137.47,332.14,332.14,837.53,288.00,696.27,2.96,1.00,15.45,1.04,44.60,0.88,0.95,0.99
8.21,24.00,50996.91,3087.61,9321.18,438.13,438.13,934.96,288.00,738.19,3.57,1.00,18.35,1.04,60.93,1.21,0.95,0.99
9.30,27.00,72773.09,3560.43,9784.65,644.81,644.81,1098.62,288.00,785.64,4.49,1.00,22.46,1.05,90.76,1.80,0.95,0.99
1.14,3.00,6740.37,1333.78,6703.42,6.73,6.73,656.07,288.00,576.58,1.31,1.00,7.08,1.02,25.32,0.32,0.95,0.99
2.09,6.00,4905.54,1344.74,6838.05,22.44,22.44,574.38,288.00,570.28,1.26,1.00,6.80,1.02,23.37,0.23,0.95,0.99
3.14,9.00,8380.26,1386.76,7141.32,60.37,60.37,591.85,288.00,584.46,1.39,1.00,7.47,1.02,12.51,0.25,0.95,0.99
4.16,12.00,14725.00,1547.47,7813.55,113.78,113.78,646.28,288.00,610.53,1.66,1.00,8.88,1.02,17.40,0.34,0.95,0.99
5.14,15.00,21637.86,1924.34,8504.57,175.34,175.34,714.61,288.00,641.89,2.08,1.00,11.03,1.03,25.44,0.50,0.95,0.99
6.18,18.00,29796.20,2307.27,8839.48,246.28,246.28,781.62,288.00,672.06,2.50,1.00,13.16,1.03,34.57,0.68,0.95,0.99
7.15,21.00,38978.49,2678.08,9137.98,332.17,332.17,836.51,288.00,696.10,2.96,1.00,15.44,1.04,44.52,0.88,0.95,0.99
8.21,24.00,50996.77,3087.61,9321.53,437.98,437.98,933.95,288.00,738.03,3.57,1.00,18.33,1.04,60.84,1.20,0.95,0.99
9.30,27.00,72774.63,3560.43,9785.40,645.00,645.00,1097.76,288.00,785.51,4.48,1.00,22.43,1.05,90.66,1.80,0.95,0.99
1.14,3.00,5055.25,1314.51,6692.47,5.67,5.67,615.73,288.00,570.12,1.25,1.00,6.79,1.02,32.57,0.28,0.95,0.99
2.09,6.00,4584.79,1344.31,6840.26,22.35,22.35,564.93,288.00,568.88,1.25,1.00,6.74,1.02,23.37,0.22,0.95,0.99
3.14,9.00,8380.36,1386.76,7143.91,60.37,60.37,591.05,288.00,584.31,1.39,1.00,7.46,1.02,12.48,0.25,0.95,0.99
4.16,12.00,14725.18,1547.47,7815.59,113.81,113.81,645.41,288.00,610.37,1.66,1.00,8.87,1.02,17.36,0.34,0.95,0.99
5.14,15.00,21637.95,1924.34,8505.48,175.35,175.35,713.65,288.00,641.71,2.08,1.00,11.02,1.03,25.38,0.50,0.95,0.99
6.18,18.00,29796.51,2307.27,8840.52,246.32,246.32,780.54,288.00,671.85,2.50,1.00,13.14,1.03,34.50,0.68,0.95,0.99
7.15,21.00,38978.16,2678.08,9138.48,332.03,332.03,835.50,288.00,695.93,2.96,1.00,15.42,1.04,44.44,0.88,0.95,0.99
8.21,24.00,50996.36,3087.60,9321.90,438.13,438.13,932.93,288.00,737.88,3.57,1.00,18.31,1.04,60.74,1.20,0.95,0.99
9.30,27.00,72774.45,3560.44,9786.13,644.97,644.97,1096.88,288.00,785.37,4.48,1.00,22.40,1.05,90.55,1.79,0.95,0.99
1.14,3.00,1631.71,1311.62,6689.27,5.49,5.49,516.04,288.00,554.99,1.14,1.00,6.15,1.02,28.34,0.16,0.95,0.99
2.09,6.00,4518.43,1344.41,6842.86,22.37,22.37,562.26,288.00,568.45,1.25,1.00,6.72,1.02,23.26,0.21,0.95,0.99
3.14,9.00,8380.49,1386.77,7146.50,60.37,60.37,590.24,288.00,584.16,1.39,1.00,7.45,1.02,12.44,0.25,0.95,0.99
4.16,12.00,14725.20,1547.47,7817.61,113.79,113.79,644.54,288.00,610.22,1.66,1.00,8.86,1.02,17.31,0.34,0.95,0.99
5.14,15.00,21638.20,1924.34,8506.40,175.35,175.35,712.69,288.00,641.54,2.08,1.00,11.01,1.03,25.32,0.50,0.95,0.99
6.18,18.00,29796.79,2307.26,8841.55,246.35,246.35,779.46,288.00,671.63,2.50,1.00,13.13,1.03,34.43,0.68,0.95,0.99
7.15,21.00,38977.87,2678.08,9138.99,332.03,332.03,834.48,288.00,695.76,2.96,1.00,15.40,1.04,44.36,0.88,0.95,0.99
8.21,24.00,50995.50,3087.58,9322.29,437.97,437.97,931.90,288.00,737.72,3.56,1.00,18.29,1.04,60.65,1.20,0.95,0.99
9.30,27.00,72776.10,3560.43,9786.89,644.88,644.88,1096.02,288.00,785.24,4.48,1.00,22.38,1.05,90.45,1.79,0.95,0.99
1.14,3.00,1164.76,1315.26,6693.49,5.68,5.68,498.51,288.00,552.36,1.13,1.00,6.05,1.02,25.69,0.14,0.95,0.99
2.09,6.00,4190.71,1344.76,6845.60,22.42,22.42,552.20,288.00,566.99,1.24,1.00,6.66,1.02,22.47,0.20,0.95,0.99
3.14,9.00,8380.56,1386.77,7149.09,60.37,60.37,589.44,288.00,584.02,1.39,1.00,7.45,1.02,12.41,0.25,0.95,0.99
4.16,12.00,14725.28,1547.47,7819.65,113.80,113.80,643.68,288.00,610.06,1.66,1.00,8.85,1.02,17.27,0.34,0.95,0.99
5.14,15.00,21638.20,1924.34,8507.31,175.30,175.30,711.73,288.00,641.36,2.08,1.00,11.00,1.03,25.27,0.50,0.95,0.99
6.18,18.00,29797.10,2307.25,8842.58,246.29,246.29,778.38,288.00,671.41,2.50,1.00,13.12,1.03,34.36,0.68,0.95,0.99
7.15,21.00,38977.56,2678.08,9139.49,332.03,332.03,833.47,288.00,695.60,2.96,1.00,15.39,1.04,44.28,0.88,0.95,0.99
8.21,24.00,50995.13,3087.57,9322.68,438.12,438.12,930.88,288.00,737.57,3.56,1.00,18.27,1.04,60.55,1.20,0.95,0.99
9.30,27.00,72776.55,3560.43,9787.62,644.82,644.82,1095.16,288.00,785.10,4.48,1.00,22.35,1.05,90.35,1.79,0.95,0.99
1.14,3.00,679.48,1322.38,6699.90,6.06,6.06,477.97,288.00,549.54,1.11,1.00,5.94,1.02,20.75,0.11,0.95,0.99
2.09,6.00,4066.29,1345.06,6848.29,22.47,22.47,547.73,288.00,566.26,1.23,1.00,6.63,1.02,22.26,0.20,0.95,0.99
3.14,9.00,8380.73,1386.77,7151.69,60.38,60.38,588.64,288.00,583.87,1.39,1.00,7.44,1.02,12.38,0.25,0.95,0.99
4.16,12.00,14725.27,1547.48,7821.67,113.81,113.81,642.81,288.00,609.90,1.65,1.00,8.84,1.02,17.23,0.34,0.95,0.99
5.14,15.00,21638.49,1924.35,8508.23,175.30,175.30,710.78,288.00,641.18,2.07,1.00,10.99,1.03,25.22,0.50,0.95,0.99
6.18,18.00,29797.26,2307.24,8843.61,246.35,246.35,777.31,288.00,671.20,2.50,1.00,13.10,1.03,34.29,0.68,0.95,0.99
7.15,21.00,38977.28,2678.08,9140.00,332.03,332.03,832.47,288.00,695.43,2.96,1.00,15.37,1.04,44.20,0.88,0.95,0.99
8.21,24.00,50994.96,3087.56,9323.08,438.04,438.04,929.86,288.00,737.42,3.56,1.00,18.24,1.04,60.45,1.20,0.95,0.99
9.30,27.00,72776.71,3560.44,9788.34,645.00,645.00,1094.29,288.00,784.97,4.48,1.00,22.32,1.05,90.25,1.79,0.95,0.99
1.14,3.00,287.33,1335.36,6710.09,6.76,6.76,456.43,288.00,546.90,1.09,1.00,5.84,1.02,12.82,0.08,0.95,1.00
2.09,6.00,4018.65,1345.30,6851.02,22.52,22.52,545.62,288.00,565.94,1.23,1.00,6.61,1.02,21.88,0.19,0.95,1.00
3.14,9.00,8380.81,1386.77,7154.28,60.37,60.37,587.84,288.00,583.72,1.39,1.00,7.43,1.02,12.34,0.24,0.95,1.00
4.16,12.00,14725.51,1547.48,7823.72,113.81,113.81,641.95,288.00,609.74,1.65,1.00,8.83,1.02,17.19,0.34,0.95,1.00
5.14,15.00,21638.39,1924.35,8509.14,175.35,175.35,709.83,288.00,641.00,2.07,1.00,10.98,1.03,25.16,0.50,0.95,1.00
6.18,18.00,29797.50,2307.24,8844.64,246.36,246.36,776.23,288.00,670.98,2.50,1.00,13.09,1.03,34.22,0.68,0.95,1.00
7.15,21.00,38977.01,2678.08,9140.50,332.12,332.12,831.46,288.00,695.27,2.95,1.00,15.35,1.04,44.12,0.87,0.95,1.00
8.21,24.00,50994.81,3087.56,9323.49,438.10,438.10,928.84,288.00,737.27,3.56,1.00,18.22,1.04,60.36,1.20,0.95,1.00
9.30,27.00,72778.71,3560.44,9789.08,645.11,645.11,1093.44,288.00,784.84,4.48,1.00,22.30,1.05,90.14,1.78,0.95,1.00
1.14,3.00,329.67,1348.89,6721.41,7.51,7.51,450.24,288.00,546.95,1.10,1.00,5.84,1.02,5.48,0.07,0.95,1.00
2.09,6.00,3640.34,1347.00,6854.53,22.80,22.80,533.21,288.00,564.14,1.22,1.00,6.54,1.02,20.55,0.18,0.95,1.00
3.14,9.00,8380.87,1386.77,7156.87,60.37,60.37,587.05,288.00,583.57,1.39,1.00,7.42,1.02,12.31,0.24,0.95,1.00
4.16,12.00,14725.51,1547.48,7825.75,113.80,113.80,641.09,288.00,609.58,1.65,1.00,8.82,1.02,17.15,0.34,0.95,1.00
5.14,15.00,21638.73,1924.35,8510.06,175.33,175.33,708.88,288.00,640.82,2.07,1.00,10.97,1.03,25.11,0.50,0.95,1.00
6.18,18.00,29797.73,2307.23,8845.66,246.31,246.31,775.17,288.00,670.77,2.50,1.00,13.08,1.03,34.15,0.68,0.95,1.00
7.15,21.00,38976.67,2678.08,9141.01,332.02,332.02,830.46,288.00,695.10,2.95,1.00,15.34,1.04,44.05,0.87,0.95,1.00
8.21,24.00,50994.73,3087.55,9323.89,438.00,438.00,927.83,288.00,737.11,3.56,1.00,18.20,1.04,60.27,1.19,0.95,1.00
9.30,27.00,72779.35,3560.44,9789.81,645.14,645.14,1092.58,288.00,784.71,4.48,1.00,22.27,1.05,90.04,1.78,0.95,1.00
1.14,3.00,418.06,1353.98,6727.41,7.79,7.79,450.87,288.00,547.33,1.10,1.00,5.86,1.02,2.42,0.07,0.95,1.00
2.09,6.00,3643.15,1347.01,6857.09,22.81,22.81,532.56,288.00,563.98,1.22,1.00,6.53,1.02,20.63,0.18,0.95,1.00
3.14,9.00,8380.99,1386.77,7159.47,60.37,60.37,586.25,288.00,583.43,1.39,1.00,7.42,1.02,12.28,0.24,0.95,1.00
4.16,12.00,14725.62,1547.48,7827.79,113.80,113.80,640.24,288.00,609.43,1.65,1.00,8.81,1.02,17.11,0.34,0.95,1.00
5.14,15.00,21638.91,1924.35,8510.97,175.36,175.36,707.93,288.00,640.65,2.07,1.00,10.95,1.03,25.05,0.50,0.95,1.00
6.18,18.00,29797.86,2307.22,8846.69,246.31,246.31,774.10,288.00,670.55,2.50,1.00,13.06,1.03,34.08,0.68,0.95,1.00
7.15,21.00,38976.41,2678.08,9141.51,332.08,332.08,829.46,288.00,694.94,2.95,1.00,15.32,1.04,43.97,0.87,0.95,1.00
8.21,24.00,50994.62,3087.55,9324.29,437.96,437.96,926.82,288.00,736.96,3.56,1.00,18.18,1.04,60.17,1.19,0.95,1.00
9.30,27.00,72779.94,3560.43,9790.52,644.99,644.99,1091.72,288.00,784.58,4.48,1.00,22.24,1.05,89.94,1.78,0.95,1.00
1.14,3.00,1055.85,1381.63,6748.70,9.38,9.38,468.01,288.00,551.16,1.13,1.00,6.01,1.02,0.00,0.09,0.95,1.00
2.09,6.00,3497.64,1348.05,6860.28,23.00,23.00,527.27,288.00,563.20,1.22,1.00,6.50,1.02,19.83,0.17,0.95,1.00
3.14,9.00,8381.07,1386.77,7162.06,60.38,60.38,585.46,288.00,583.28,1.39,1.00,7.41,1.02,12.24,0.24,0.95,1.00
4.16,12.00,14725.68,1547.48,7829.83,113.81,113.81,639.38,288.00,609.27,1.65,1.00,8.81,1.02,17.07,0.34,0.95,1.00
5.14,15.00,21639.22,1924.35,8511.89,175.32,175.32,706.99,288.00,640.47,2.07,1.00,10.94,1.03,25.00,0.50,0.95,1.00
6.18,18.00,29798.22,2307.22,8847.73,246.35,246.35,773.04,288.00,670.34,2.50,1.00,13.05,1.03,34.01,0.67,0.95,1.00
7.15,21.00,38976.11,2678.08,9142.02,332.02,332.02,828.47,288.00,694.77,2.95,1.00,15.30,1.04,43.89,0.87,0.95,1.00
8.21,24.00,50994.54,3087.55,9324.69,438.02,438.02,925.81,288.00,736.82,3.56,1.00,18.16,1.04,60.08,1.19,0.95,1.00
9.30,27.00,72780.40,3560.44,9791.24,645.01,645.01,1090.87,288.00,784.45,4.48,1.00,22.22,1.05,89.84,1.78,0.95,1.00
1.14,3.00,981.86,1378.86,6749.38,9.21,9.21,465.32,288.00,550.57,1.13,1.00,5.98,1.02,0.00,0.09,0.95,1.00
2.09,6.00,3361.99,1349.61,6863.79,23.27,23.27,522.06,288.00,562.54,1.21,1.00,6.47,1.02,18.31,0.16,0.95,1.00
3.14,9.00,8381.18,1386.77,7164.65,60.38,60.38,584.67,288.00,583.13,1.39,1.00,7.40,1.02,12.21,0.24,0.95,1.00
4.16,12.00,14725.82,1547.48,7831.88,113.82,113.82,638.53,288.00,609.11,1.65,1.00,8.80,1.02,17.02,0.34,0.95,1.00
5.14,15.00,21639.15,1924.36,8512.80,175.34,175.34,706.05,288.00,640.29,2.07,1.00,10.93,1.03,24.94,0.49,0.95,1.00
6.18,18.00,29798.27,2307.22,8848.75,246.37,246.37,771.98,288.00,670.12,2.50,1.00,13.04,1.03,33.94,0.67,0.95,1.00
7.15,21.00,38975.88,2678.08,9142.52,332.12,332.12,827.47,288.00,694.61,2.95,1.00,15.29,1.04,43.81,0.87,0.95,1.00
8.21,24.00,50994.49,3087.55,9325.09,437.97,437.97,924.81,288.00,736.67,3.56,1.00,18.14,1.04,59.98,1.19,0.95,1.00
9.30,27.00,72780.81,3560.44,9791.95,645.15,645.15,1090.02,288.00,784.32,4.47,1.00,22.19,1.05,89.74,1.78,0.95,1.00
1.14,3.00,1412.92,1392.60,6761.33,10.03,10.03,477.14,288.00,552.98,1.14,1.00,6.08,1.02,0.00,0.10,0.95,1.00
2.09,6.00,3322.63,1350.03,6866.56,23.34,23.34,519.95,288.00,562.19,1.21,1.00,6.45,1.02,18.23,0.16,0.95,1.00
3.14,9.00,8381.31,1386.77,7167.25,60.38,60.38,583.88,288.00,582.98,1.39,1.00,7.40,1.02,12.18,0.24,0.95,1.00
4.16,12.00,14725.90,1547.48,7833.92,113.82,113.82,637.68,288.00,608.95,1.65,1.00,8.79,1.02,16.98,0.34,0.95,1.00
5.14,15.00,21639.19,1924.36,8513.72,175.32,175.32,705.11,288.00,640.12,2.07,1.00,10.92,1.03,24.89,0.49,0.95,1.00
6.18,18.00,29798.31,2307.21,8849.77,246.39,246.39,770.92,288.00,669.91,2.49,1.00,13.02,1.03,33.87,0.67,0.95,1.00
7.15,21.00,38975.56,2678.08,9143.02,332.01,332.01,826.48,288.00,694.44,2.95,1.00,15.27,1.04,43.73,0.87,0.95,1.00
8.21,24.00,50994.37,3087.55,9325.49,438.11,438.11,923.81,288.00,736.52,3.56,1.00,18.12,1.04,59.89,1.19,0.95,1.00
